annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec,ref_og,ref_etab,ref_formation,ref_diplome,ref_entreprise,ref_jeune
9/10/2024,13532614,"Sciences juridiques, économiques et de gestion : méthodes informatiques appliquées à la gestion des entreprises spé système d'information, gestion de projets et conduite du changement (MASTER Paris 5)",1,MASTER PRO,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,175,12,1,556,0942027T,Convention L6231-3,Université Paris Est Créteil - Site de Saint-Simon,71 rue Saint-Simon,,,94028,94017,CRETEIL,175,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),75,75113,75013,PARIS,4910Z,75.0,75108.0,0942026S,a1bcb1fd-992a-435f-b6d5-580ddd876e87,547679b7-90bb-49cf-9714-f8f3f8eab678,f12937e1-b667-4bb1-b1a7-7ea447a7b6a9,1372cc96-f015-47db-81f5-e5b05849eeba,c7d92b8f-01bb-46f7-9635-a9d079cf65d4,c6c1bd5a-b3e6-49cc-bd32-9a7c6d4b6ffb
9/10/2024,40025207,Maintenance des véhicules automobiles option : voitures particulières (BAC PRO),4,BAC PRO,252,Moteurs et mécanique auto,Moteurs et mécanique auto,20,"Groupement National d'Apprentissage des Métiers de la Réparation de l'Automobile, de la Moto et du Cycle",21,CFA du Garac,25,36,1,51,0951285F,Local du CFA,CFA du GARAC,3 boulevard Galliéni,,,95018,95100,ARGENTEUIL,25,19,O,M,Masculin,D,Demi-pensionnaire,1,France,38,Ingénieur - cadre technicien d'entreprise,A,Contrat d'apprentissage,53,TERMINALE TECHNOLOGIQUE (en lycée),53,TERMINALE TECHNOLOGIQUE (en lycée),77,77430,77178,SAINT-PATHUS,4511Z,93.0,93055.0,77,aa030011-b626-4e24-99f5-2c8f9b93b05d,005f804f-28fe-4186-98c8-c7c1c0d732f5,da5e0a9f-ff8c-4363-89c5-61c69cf75ce3,9f672206-f540-48ed-bcf2-1a032c4a96ac,67dff1a7-3540-417d-9339-22562df65b45,297e79bc-f523-47fa-90cc-b479cfea6db7
9/10/2024,40033402,Restauration (BAC PRO),4,BAC PRO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,5,24,1,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,5,19,N,F,Féminin,D,Demi-pensionnaire,1,France,82,Personne sans activité professionnelle,A,Contrat d'apprentissage,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),81,2EME ANNEE BEP (STATUT APPRENTISSAGE),75,75115,75015,PARIS,5610A,75.0,75108.0,75,4e1da9ec-0fa9-41c5-b75b-470f7bacc4cf,8644b100-b9ad-4d0a-8541-6c13b21753b8,2402bee6-6f4d-4a11-9ba4-b5a7e3f49fbc,f11c3bd0-5880-4ae5-ba95-28d0357548ac,5460c3bb-437e-421c-a7e6-14e55badba43,b1975ef9-2384-4413-8768-c15c4d7dd44a
9/10/2024,32031209,Management des unités commerciales (BTS),3,BTS,312,"Commerce, vente","Commerce, vente",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,73,24,1,1331,0910843X,UFA (L6232-8),Lycée Technologique Saint-Pierre,70 rue de Montgeron,,,91114,91800,BRUNOY,73,20,,F,Féminin,E,Externe,1,France,22,Commercant et assimilé,A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),91,91691,91330,YERRES,6622Z,77.0,77122.0,91,39512bc9-52a0-4df7-b052-a4754b2de8ad,89faa1f1-b986-4f49-a663-2fa8923a2e1e,8b6ba636-1868-419d-9823-23888b0460e9,2017a2ba-53e9-4873-927f-2c007005aa22,a3fcf6c2-d193-44f7-95ae-abae1a6741a6,7d2702e5-06ed-42c0-9a64-9ccd3c4f2004
9/10/2024,32031406,Comptabilité et gestion des organisations (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",83,Association des Comptables - Métiers et Professions,118,CFA de la comptabilité - ACMP,8,24,2,213,0922673F,Local du CFA,CFA de la Comptabilité,70 rue Marius Aufan,,,92044,92300,LEVALLOIS PERRET,8,21,N,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),78,78621,78190,TRAPPES,6920Z,75.0,75108.0,78,fb215955-84ac-4a89-880a-c9cace67c186,d4eb2ed2-3689-4053-af8b-aa9b215bae8d,a0fcbd7c-0170-4ac4-b273-fef97abc1452,f0e48f92-0897-4a0b-ae51-9e441072c8d6,6d33ea6d-a038-42e4-9ba8-d2fea76a5cec,f2d317e8-31b1-498a-813f-d919a2bccd2b
9/10/2024,50023442,Menuisier installateur (CAP),5,CAP,234,Travail du bois et de l'ameublement,Travail du bois et de l'ameublement,33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,171,24,1,1663,0950805J,UFA (L6232-8),Lycée Saint-Jean,Rond point de la Tour du Mail,,,95582,95117,SANNOIS,171,16,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),95,95607,95150,TAVERNY,4332A,95.0,95127.0,95,30a46367-8a4b-493f-aaff-e2ba6cbdbda9,ba1e803b-1c37-484f-bc75-55ea671efe2f,00546ac0-b9a4-4579-b176-b1b75947631c,b31873d7-2f02-4760-95e5-2ffabc5b0e5d,3abfdeb1-c366-4624-960e-a009b0e0c7a4,027725f8-85b3-491d-8ade-11c20353cdc7
9/10/2024,32031209,Management des unités commerciales (BTS),3,BTS,312,"Commerce, vente","Commerce, vente",93,Association de Formation de la Grande Distribution,131,CFA Commerce Distribution  Services - CODIS,24,24,2,2042,0754471C,Local du CFA,CFA CODIS,3 rue Pierre Dupont,,,75110,75010,PARIS,24,21,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,53,TERMINALE TECHNOLOGIQUE (en lycée),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),93,93071,93270,SEVRAN,4711D,93.0,93029.0,75,66f3bddc-1da2-4e7c-b047-5b15bc133d20,fe61f5bf-fb16-497b-8d0f-52f3685a2a45,1843878f-2420-4603-a560-9aa4a2149566,9a8c64fe-85b3-43f4-b4dc-dab5cb25d4bc,e10a3a05-e824-4143-9b5b-9107e5f7cefa,08aad3ce-170a-4f25-9cb3-2735f0a3c5dd
9/10/2024,45022708,Monteur en installations de génie climatique (BP),4,BP,227,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)","Énergie, climatisation",212,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont)",25,CFA du Bâtiment et des Travaux Publics d'Ermont,13,24,1,58,0951625A,Local du CFA,CFA du Bâtiment et des Travaux Publics,18 bis rue Ferdinand Buisson,,,95219,95120,ERMONT,13,19,,M,Masculin,D,Demi-pensionnaire,1,France,21,Artisan,A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),93,93074,93410,VAUJOURS,4322B,93.0,93074.0,93,3f2a85ba-a9bd-42fe-9fc8-6b0be858f653,4bc2cc96-428f-4175-9ba3-042267fdf952,7be7922d-d081-4730-bfde-28a8e4e99487,7471292e-448a-413a-b94a-2d87c4fed0a2,52ed09ca-49f6-4459-9872-e348dec2890e,2618e44b-2fe3-4b7c-857b-a084c7f57337
9/10/2024,32022707,Fluides énergies environnements option : génie frigorifique (BTS),3,BTS,227,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)","Énergie, climatisation",63,Chambre de Commerce et d'Industrie de Paris,237,CFA CCIP - Centre des formations industrielles,20,24,1,660,0941906L,Annexe du CFA,Site CFI Orly,5 place de la Gare des Saules,,,94054,94310,ORLY,20,21,,M,Masculin,D,Demi-pensionnaire,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),91,2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),95,95268,95140,GARGES-LES-GONESSE,4321A,93.0,93066.0,0752325V,6700245a-8c8a-4ff5-81ca-a4007a7aee99,60eeee25-d3cd-459c-9c40-4d2bd082726f,76ad3e89-1c74-4dbd-8971-21a6dbc7c8ff,99787629-c0bd-46f3-800e-7908f8c505a6,faa31326-0edd-431a-bf5f-a7e0a74920bb,de5acc36-3b95-4f43-a14c-48d0515d4073
9/10/2024,1702550J,"Ingénieur diplôme de l'école nationale supérieure de l'électronique et de ses applications, spécialité électronique et informatique industrielle",1,ING,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",17,Association Union Université Economie,18,CFA Union des Universités,12,36,2,568,0951965V,Convention L6231-3,Ecole Nationale Supérieure Electronique et d'Application - ENSEA,6 avenue du Ponceau,,,95127,95014,CERGY-PONTOISE,12,20,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),95,95127,95000,CERGY-PONTOISE,2910Z,78.0,78297.0,0951965V,07ae92ec-582a-4103-8730-ca3093acfa1d,19f81da9-b18d-41d7-8c68-0376bf18652c,cc16877a-eac9-4070-ac1c-4b59f301362e,79de10ba-7b6d-463c-b268-a78a85ba93f1,1da2e695-5186-42ef-9ae2-b30ebc10127b,88c49c69-5011-4fc4-b863-4c08ee3ed928
9/10/2024,16X3260A,Expert en conduite et développement de logiciels industriels (TH),1,TH1-X,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",127,Association pour la Formation aux Techniques Industrielles,170,CFA pour la Formation aux Techniques Industrielles,1,24,2,576,0912268W,Local du CFA,CFA Formations Techniques Industrielles,Domaine de Corbeville,DP 128,,91471,91400,ORSAY,1,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,113,CHOMAGE,107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),10,10063,10500,BRIENNE LA VIEILLE,2630Z,92.0,92025.0,9100000,97721fba-0621-4dd0-946c-15360a79a4e8,5715baed-132b-4f63-b008-33df9b05b1e5,a3fc9599-ce17-45e4-b228-48a08b6471c0,2abcbd97-2ef8-4474-bc55-d0cc20be2513,3a149117-0ae3-4cc3-912d-5e18ca8be7bf,17c1aba9-080c-4de5-86cb-f347c950492e
9/10/2024,50025431,Serrurier métallier (CAP),5,CAP,254,"Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion)","Travail du métal : carrosserie, chaudronnerie, peinture",213,"Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Rueil Malmaison)",63,CFA du Bâtiment et des Travaux Publics - Rueil Malmaison,29,24,1,15,0921379Z,Local du CFA,CFA du Bâtiment et des Travaux Publics,35 rue Marquis de Coriolis,,,92063,92500,RUEIL-MALMAISON,29,16,,M,Masculin,D,Demi-pensionnaire,1,France,55,Employé de commerce,A,Contrat d'apprentissage,13,CPA OU CLIPA DE CFA,13,CPA OU CLIPA DE CFA,78,78152,78450,CHAVENAY,3320A,78.0,78251.0,0782120F,809f1dd0-6ba9-492f-bd1d-c2e3ee9f6bd9,bce90859-90c6-4935-8a12-45a547f152b1,ee161f30-b625-48c4-b56a-46e0f5e5aaca,f9d8f220-249d-4c54-9a06-b7f066c94202,2bee9736-fde4-4bd4-b3a2-346de30ebf98,231e19f2-d333-4c89-9f66-565c4ee50ed0
9/10/2024,32032606,Informatique de gestion option : développeur d'applications (BTS),3,BTS,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",178,Association  Institut des Métiers et des Compétence en Alternance,330,CFA IMC Alternance,9,24,2,1335,0755197S,Local du CFA,IMC Alternance,5 rue Saint-Denis,,,75101,75001,PARIS,9,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,62,62388,62388,GRIGNY,6202A,1.0,1446.0,91,9f44d875-2dc4-4db5-97ed-15e75be6fa34,ed9ca018-a62d-4714-8c64-15117f7ba9bb,684b51c6-d8c0-4fb5-9dfb-b06d5c2c70c7,9f650a78-7b6f-4562-8ebe-d7afed2a621b,41c592d0-aedd-46b4-96e1-a4bd4c2e863a,5bd8d3f8-49d8-49f6-9f33-f32ef6acedfe
9/10/2024,32031405,Assistant de gestion de PME-PMI (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",83,Association des Comptables - Métiers et Professions,118,CFA de la comptabilité - ACMP,2,24,1,213,0922673F,Local du CFA,CFA de la Comptabilité,70 rue Marius Aufan,,,92044,92300,LEVALLOIS PERRET,2,19,N,F,Féminin,E,Externe,3,Autre,99,Non renseigné (inconnu ou sans objet),X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),91,2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),91,2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),75,75110,75010,PARIS,7111Z,75.0,75103.0,93,8060e2bf-923f-4b29-b62c-7a1da82c8d87,0658188e-87b6-41c0-9b31-a0289d6c4d51,34061ea6-f044-440c-94f7-d2b4bae45f90,2bc84783-6bd8-4521-8432-d7f3deb4a119,7560f304-f848-4696-876c-3376f3c582bc,8bf483b0-9a7f-4357-8e3e-b80922e4d338
9/10/2024,32031405,Assistant de gestion de PME-PMI (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",83,Association des Comptables - Métiers et Professions,118,CFA de la comptabilité - ACMP,2,24,2,213,0922673F,Local du CFA,CFA de la Comptabilité,70 rue Marius Aufan,,,92044,92300,LEVALLOIS PERRET,2,20,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),161,2EME ANNEE TITRE HOMOLOGUE OU BREVET D'ETAT NIVEAU III,161,2EME ANNEE TITRE HOMOLOGUE OU BREVET D'ETAT NIVEAU III,94,94028,94000,CRETEIL,8790B,75.0,75113.0,77,0dd01fb5-d6e6-4b79-b2a4-7c3e092757b7,0934e682-2f4e-41a5-be59-f65af2e79a1e,7777750b-16c9-4938-87dd-4a9d58b89a1c,f1970976-d509-4fa9-a442-45aef5cc39da,1fbb4dea-3d48-4b3f-82db-6a6dc1621ed7,eeadc059-5262-44e1-a86b-b568be1e8e9c
9/10/2024,35031001,Gestion des entreprises et des administrations GEA option : petites et moyennes organisations (DUT),3,DUT,310,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Administration et management des entreprises,173,Paris Sports Développement,287,CFA université et sports,1,36,3,1054,0755088Y,Local du CFA,CFA Université et Sports,17 avenue Pierre de Coubertin,,,75114,75014,PARIS,1,18,N,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),99,2EME ANNEE DUT (STATUT APPRENTISSAGE),75,75113,75013,PARIS,9499Z,75.0,75118.0,0755088Y,e512f2b7-f2d1-487f-87ac-ba46ba441ef5,d841b6e5-34e2-4f81-9c24-9e3f4969ff05,5245701e-2ab5-4803-a296-aebc8e691bac,4fd64328-f1c8-4432-89dc-040d67b4f406,7ce30711-e51d-44f7-90b5-68d8ae907b15,d378cd11-8ffa-4e19-999d-df7818c57a03
9/10/2024,50031218,Fleuriste (CAP),5,CAP,312,"Commerce, vente","Commerce, vente",63,Chambre de Commerce et d'Industrie de Paris,90,CFA CCIP - Ecole de l'Environnement et du Cadre de Vie - TECOMAH,18,9,1,144,0780851B,Annexe du CFA,"TECOMAH, l'Ecole de l'Environnement et du Cadre de Vie",Chemin de l'Orme Rond,,,78322,78350,JOUY-EN-JOSAS,18,17,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),74,74250,74800,ST PIERRE EN FAUCIGNY,4776Z,74.0,74250.0,74,4a1406cf-516f-46a5-9c2f-28112effd651,705d8545-de97-41b2-b567-b1795147b2b2,35144360-4c74-49d7-a305-677d6400e611,7e83ef30-5861-4e19-a188-fc935d9a8565,c8188de1-0ab3-4dfe-b8fe-8b76d8c805ee,f0e6df6a-d240-49ec-ad9f-5ed9264c6ee8
9/10/2024,32032408,Assistant de manager (BTS),3,BTS,324,"Secrétariat, bureautique","Secrétariat, bureautique",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,161,24,2,71,0754458N,Local du CFA,CFA Multiprofessionnel,2 rue Lacaze,,,75114,75014,PARIS,161,24,,F,Féminin,E,Externe,1,France,43,Profession intermédiaire de la santé du travail social,A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),94,94076,94800,VILLEJUIF,8541Z,92.0,92007.0,0754458N,f9e5b568-0bb5-431e-99bd-b62a8952cdef,4994a514-546b-421d-83bb-9f6d06ac598c,a5cb96d1-df15-4ef2-b241-21edb4d6a0f7,709d8ab4-ac67-4378-aad2-62153b07ce98,999c5075-a74a-428d-86f8-25e38cc85421,f5560d7c-b25c-4276-8a3a-0828f360b948
9/10/2024,32025207,Agro-équipement (BTS),3,BTS,252,Moteurs et mécanique auto,Moteurs et mécanique auto,41,Lycée Polyvalent Georges CORMIER,43,CFA Georges-Cormier,19,24,1,79,0771771G,Local du CFA,CFA Lycée Professionnel Georges-Cormier,6 rue des Templiers,,,77131,77120,COULOMMIERS,19,21,,M,Masculin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),77,77475,77470,TRILPORT,4661Z,77.0,77369.0,77,49c792ce-dc60-40d8-9acf-59fb5c686df1,21261f67-e577-43f8-8b4f-407f20b11006,ffbb924e-0292-4636-97fb-fcd8eaaf870b,bf8a66dd-c3bb-4943-8139-da44bb1bfd82,01544676-a3ce-4253-b424-84eb247a0b81,35e0cb76-ca3d-46c1-8724-c1862bbed325
9/10/2024,32025210,Après vente automobile option : véhicules particuliers (BTS),3,BTS,252,Moteurs et mécanique auto,Moteurs et mécanique auto,52,Association Régionale pour la Formation Professionnelle Automobile,60,CFA AFORPA Métiers de l'Automobile - UFA La Salle Saint Nicolas,17,24,1,792,0922653J,UFA (L6232-8),Lycée La-Salle-Saint-Nicolas,19 rue Victor Hugo,,,92040,92130,ISSY-LES-MOULINEAUX,17,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),75,75105,75005,PARIS,4511Z,92.0,92012.0,75,abb71fbd-ae96-4c9a-b3e8-accd6d9d2a5d,3cfa2e6d-4ac4-455a-b2fb-3ad49ad5a5ee,43d95d09-d004-41cd-8896-07a6f1dd3160,97eb6d0c-75fb-4504-8acd-cfd4386ab432,3c4b9e11-2777-486b-8449-e211c1f0d85c,3a1c80a8-a36a-408b-a3d6-fd7ba73bbcfd
9/10/2024,40025208,Maintenance des véhicules automobiles option : véhicules industriels (BAC PRO),4,BAC PRO,252,Moteurs et mécanique auto,Moteurs et mécanique auto,20,"Groupement National d'Apprentissage des Métiers de la Réparation de l'Automobile, de la Moto et du Cycle",21,CFA du Garac,26,36,1,51,0951285F,Local du CFA,CFA du GARAC,3 boulevard Galliéni,,,95018,95100,ARGENTEUIL,26,17,O,M,Masculin,D,Demi-pensionnaire,1,France,37,Cadre administratif et commercial d'entreprise,A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),93,93064,93110,ROSNY-SOUS-BOIS,4519Z,77.0,77294.0,93,8788ebb7-e548-4912-bd05-ae43c8f2944f,1284633a-449c-4392-bb7e-4b4f086a3373,2a149452-982d-4064-be20-236198490e24,6f1e3b70-4afc-4c42-ad9c-0612aa51e6f5,7c28d987-5c69-4bc3-80a4-a1fe6d96eb9c,1f1b856b-dd42-48cd-98ae-2c8992f338d4
9/10/2024,26031001,Diplôme de l'école ESSEC,2,DIV-2,310,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Administration et management des entreprises,67,Association pour la Formation par l'Apprentissage CCIV - ESSEC,99,CFA ESSEC,1,24,2,175,0951929F,Convention L6231-3,ESSEC,Avenue Bernard Hirsch,,,95500,95000,PONTOISE,1,25,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,117,AUTRE,75,75111,75011,PARIS,6512Z,75.0,75109.0,0951929F,62ef0c0d-61fa-43f3-b65e-9dd338ee4da9,91617a4c-8bda-4b30-bca4-6bcb2783bdd6,cef332b0-5857-42b3-8527-b6ec9cdda3ab,71bd5324-3fa5-46ad-be41-f79d7378ae08,c37dc602-ffe0-4a16-a557-055d5368f3d9,8e321a8c-0c89-4f68-ac4a-b259935da625
9/10/2024,50033409,Restaurant (CAP),5,CAP,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",98,Centre Européen de Formation par Alternance et d'Apprentissage de l'industrie hôtelière et du tourisme,137,CFA CEFAA,9,24,2,274,0932217E,Local du CFA,CFA CEFAA,Avenue Jean Fourgeaud,,,93078,93420,VILLEPINTE,9,19,,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),93,93008,93000,BOBIGNY,5510Z,93.0,93007.0,93,3f782f2a-66b0-4903-8779-84c39be4b6dc,c088841b-67d7-43ca-a8c8-680ab6e7bd27,079ef892-358d-4b35-b476-3f9bd1b4346b,36f671fc-f33b-401e-93c3-f3dca8ad7305,c3596d3e-2326-4a33-a4e7-4cb6859ef62a,906db407-c6ae-4a6a-980c-db2eefdfff75
9/10/2024,26N3150A,Responsable de la Gestion des Ressources Humaines (IGS),2,TH2-N,315,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines,53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,48,24,1,102,0752944T,Local du CFA,CFA Bureautique Appliquée,12 rue Alexandre Parodi,,,75110,75010,PARIS,48,23,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,99,2EME ANNEE DUT (STATUT APPRENTISSAGE),97,1ERE ANNEE DUT (STATUT APPRENTISSAGE),75,75108,75008,PARIS,6492Z,93.0,93051.0,75,1b4e14ee-92c3-4941-bfe1-d51f1fbfc064,73ce97a5-8601-4660-9e93-a3341d6910e8,e75b48c6-463e-4aca-95fc-a56f8d4c286e,896d44c1-f7ee-4af0-b72b-c78918b00047,9a427b09-b6ad-4031-8fb1-2a44dfd435d1,83ec5ea9-cbe0-4f5b-823f-c790da47d42a
9/10/2024,26N3150A,Responsable de la Gestion des Ressources Humaines (IGS),2,TH2-N,315,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines,53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,48,24,1,102,0752944T,Local du CFA,CFA Bureautique Appliquée,12 rue Alexandre Parodi,,,75110,75010,PARIS,48,22,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,99,2EME ANNEE DUT (STATUT APPRENTISSAGE),97,1ERE ANNEE DUT (STATUT APPRENTISSAGE),76,76540,76000,ROUEN,3513Z,76.0,76540.0,75,b667b6af-9750-4ed7-a8ab-e2316a611fbe,9c98b593-c960-4339-ab10-88fea366f59e,7f3ca0ad-33c1-45f5-b4b6-ac3b7311a16d,9feb77a6-f287-4e2a-ada8-d9d5d92c6950,b4d721dc-7201-44e9-b330-f7464e6498f6,fe5bee4f-807b-47fc-af6e-0166c253cca4
9/10/2024,1022104,"Pâtisserie, glacerie, chocolaterie, confiserie spécialisée (MC aux CAP)",5,MC,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",43,Chambre des Métiers et de l'Artisanat Nord Seine et Marne,45,CFA Chambre de Métiers et Artisanat du Nord de la Seine-et-Marne,5,12,1,935,0770998S,Local du CFA,CFA de la Chambre de Métiers de Meaux,Avenue des Sablons Bouillants,,,77284,77100,MEAUX,5,19,N,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77100,77820,LE CHATELET-EN-BRIE,1071C,77.0,77122.0,77,7ca64271-9974-4e3f-8def-6dfa10330a21,ebc35be8-ca37-4ac6-a50f-5bf41a65b1a9,f8cb0f42-56c1-456f-a9e1-3ec0cef48e6a,82ca8e9c-245a-45d8-a3ea-8b3823d7cf0c,a98422a7-21be-4357-b90c-9e308cd88c7e,eba02d58-8ea3-45c6-9f4c-c0760ee3571a
