annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",71,Chambre de Métiers et de l'Artisanat du Val de Marne,103,CFA de la Chambre de Métiers et de l'Artisanat du Val de Marne,23,24,2,179,0941940Y,Local du CFA,CFA de la Chambre des Métiers du Val-de-Marne,27 avenue Raspail,,,94068,94100,SAINT-MAUR-DES-FOSSES,23,17,N,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),94,94017,94500,CHAMPIGNY-SUR-MARNE,9602A,94,94017,0941015T
9/10/2024,40033402,Restauration (BAC PRO),4,BAC PRO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",206,Formation Continue et Insertion Professionnelle - GIP,339,CFA de l'Académie de Créteil,15,24,1,1534,0932126F,UFA (L6232-8),Lycée François-Rabelais,Rue François Rabelais,,,93030,93440,DUGNY,15,17,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,93,93027,93120,LA COURNEUVE,5610A,75,75105,993
9/10/2024,13534308,Lettres langues sciences humaines et sociales : développement territorial spé management et ingénierie des services à l'environnement (MASTER Cergy),1,MASTER PRO,343,"Nettoyage, assainissement, protection de l'environnement","Hygiène, propreté et environnement",104,Association Vecteur (Valorisation et Enseignement des Connaissances et Techniques de l'Environnement Urbain),143,CFA Institut de l'Environnement Urbain,23,15,1,284,0951938R,Local du CFA,CFA Institut de l'Environnement Urbain,Château d'Ecancourt,Rue d'Ecancourt,,95323,95280,JOUY-LE-MOUTIER,23,24,N,M,Masculin,I,Interne,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,76,76552,76000,STE ADRESSE,3530Z,76,76540,59
9/10/2024,40031202,Commerce (BAC PRO),4,BAC PRO,312,"Commerce, vente","Commerce, vente",121,Association Francilienne de Formation Interprofessionnelle pour le Développement de l'Apprentissage,160,CFA de l' AFFIDA,3,24,1,1163,0951947A,Local du CFA,AFFIDA - Centre d'Argenteuil,106 boulevard Héloise,,,95018,95100,ARGENTEUIL,3,20,N,M,Masculin,E,Externe,1,France,55,Employé de commerce,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),95,95018,95100,ARGENTEUIL,4674B,95,95572,0951572T
9/10/2024,32031405,Assistant de gestion de PME-PMI (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",121,Association Francilienne de Formation Interprofessionnelle pour le Développement de l'Apprentissage,160,CFA de l' AFFIDA,7,24,1,1163,0951947A,Local du CFA,AFFIDA - Centre d'Argenteuil,106 boulevard Héloise,,,95018,95100,ARGENTEUIL,7,20,N,F,Féminin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),95,95018,95100,ARGENTEUIL,4669A,95,95424,95
9/10/2024,26X32601,Administrateur systèmes et réseaux (TITRE PRO Niv 2),2,TH2-X,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",127,Association pour la Formation aux Techniques Industrielles,170,CFA pour la Formation aux Techniques Industrielles,16,15,1,576,0912268W,Local du CFA,CFA Formations Techniques Industrielles,Domaine de Corbeville,DP 128,,91471,91400,ORSAY,16,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,999,INCONNUE,91,91111,91640,BRIIS-SOUS-FORGES,2651A,91,91377,993
9/10/2024,26X32601,Administrateur systèmes et réseaux (TITRE PRO Niv 2),2,TH2-X,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",127,Association pour la Formation aux Techniques Industrielles,170,CFA pour la Formation aux Techniques Industrielles,17,15,1,576,0912268W,Local du CFA,CFA Formations Techniques Industrielles,Domaine de Corbeville,DP 128,,91471,91400,ORSAY,17,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),27,27229,27000,EVREUX,4646Z,78,78383,9100000
9/10/2024,32032607,Informatique de gestion option : administrateur de réseaux locaux d'entreprises (BTS),3,BTS,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",200,CHAMBRE DE COMMERCE ET D'INDUSTRIE DE SEINE ET MARNE,335,CFA de la CCI du 77 - UFA Utec Informatiques et nouvelles technologies,5,24,1,2037,0772320D,Local du CFA,UFA UTEC Informatique - Nouvelles Technologies,Boulevard Olof Palme,,,77169,77436,EMERAINVILLE,5,20,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),109,CONTRAT DE PROFESSIONNALISATION,77,77215,77220,GRETZ-ARMAINVILIERS,7120B,77,77083,0772320D
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",105,Lycée Polyvalent du Gué à Tresmes,144,CFA  LP Alexis Tingaud,1,24,1,285,0771664R,Local du CFA,CFA  Alexis-Tingaud,Domaine du Gué à Tresmes,BP 03,,77126,77440,CONGIS-SUR-THEROUANNE,1,16,,M,Masculin,I,Interne,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,5,5EME,11,CPA CLIPA DE COLLEGE OU DE LP  (en collège),93,93057,93320,LES PAVILLONS-SOUS-BOIS,5610A,75,75110,0771664R
9/10/2024,51025203,Maintenance des véhicules et des matériels (BEP),5,BEP,252,Moteurs et mécanique auto,Moteurs et mécanique auto,63,Chambre de Commerce et d'Industrie de Paris,237,CFA CCIP - Centre des formations industrielles,43,24,2,1974,0752325V,Annexe du CFA,Centre de Formations Industrielles,247 avenue Gambetta,,,75120,75020,PARIS,43,19,,M,Masculin,D,Demi-pensionnaire,1,France,46,Profession intermédiaire adm - commerciale d'entr.,X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),77,77083,77420,CHAMPS-SUR-MARNE,,,,77
9/10/2024,45025513,Installations et équipements électriques (BP),4,BP,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",71,Chambre de Métiers et de l'Artisanat du Val de Marne,103,CFA de la Chambre de Métiers et de l'Artisanat du Val de Marne,17,24,1,179,0941940Y,Local du CFA,CFA de la Chambre des Métiers du Val-de-Marne,27 avenue Raspail,,,94068,94100,SAINT-MAUR-DES-FOSSES,17,22,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),111,EMPLOI (Y COMPRIS CES),93,93048,93100,MONTREUIL,4321A,92,92046,92
9/10/2024,45025513,Installations et équipements électriques (BP),4,BP,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",71,Chambre de Métiers et de l'Artisanat du Val de Marne,103,CFA de la Chambre de Métiers et de l'Artisanat du Val de Marne,17,24,2,179,0941940Y,Local du CFA,CFA de la Chambre des Métiers du Val-de-Marne,27 avenue Raspail,,,94068,94100,SAINT-MAUR-DES-FOSSES,17,20,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),94,94071,94370,SUCY-EN-BRIE,4321A,94,94071,0941940Y
9/10/2024,50033409,Restaurant (CAP),5,CAP,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",63,Chambre de Commerce et d'Industrie de Paris,239,CFA CCIP - Ecole GREGOIRE - FERRANDI,33,12,1,1621,0752280W,Annexe du CFA,Ecole Supérieure de Cuisine Française,28 rue de l'Abbé Grégoire,,,75107,75006,PARIS,33,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),111,EMPLOI (Y COMPRIS CES),45,45126,77520,DONNERY,5610A,75,75056,69
9/10/2024,50033409,Restaurant (CAP),5,CAP,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",98,Centre Européen de Formation par Alternance et d'Apprentissage de l'industrie hôtelière et du tourisme,137,CFA CEFAA,9,24,1,274,0932217E,Local du CFA,CFA CEFAA,Avenue Jean Fourgeaud,,,93078,93420,VILLEPINTE,9,17,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),93,93006,93170,BAGNOLET,5610A,93,93006,93
9/10/2024,32022707,Fluides énergies environnements option : génie frigorifique (BTS),3,BTS,227,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)","Énergie, climatisation",63,Chambre de Commerce et d'Industrie de Paris,237,CFA CCIP - Centre des formations industrielles,20,24,2,660,0941906L,Annexe du CFA,Site CFI Orly,5 place de la Gare des Saules,,,94054,94310,ORLY,20,27,,M,Masculin,D,Demi-pensionnaire,1,France,73,Retraite cadre profession intermédiaire,A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),94,94081,94400,VITRY-SUR-SEINE,4322B,75,75113,0941906L
9/10/2024,16531212,Diplôme grade master de l'école supérieure de commerce de Lille,1,DIP GVM,312,"Commerce, vente","Commerce, vente",137,Association pour le Développement par les Entreprises de Sections d'Apprentissage,180,CFA des Sections d'Apprentissage Créées par les Entreprises Franciliennes,45,24,2,1047,0755220S,Convention L6231-3,SKEMA,6 rue Emile Reynaud,,,75119,75019,PARIS,45,25,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,78,78310,78550,HOUDAN,5222Z,75,75102,0755220S
9/10/2024,32020110,Maintenance industrielle (BTS),3,BTS,201,"Techno. de commandes des transformations industrielles (automatismes et robotique industriels,informatique industrielle)",Technologies et management de la production,84,Lycée Technique Public Dorian,119,CFA Public Dorian,3,24,1,2195,0752314H,Local du CFA,CFA Public Dorian - Philippe-Auguste,74 avenue Philippe-Auguste,,,75120,75014,PARIS,3,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,117,AUTRE,77,77083,77420,CHAMPS-SUR-MARNE,3600Z,75,75108,993
9/10/2024,32033415,"Hôtellerie, restauration option B : art culinaire, art de la table et du service (BTS)",3,BTS,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",63,Chambre de Commerce et d'Industrie de Paris,239,CFA CCIP - Ecole GREGOIRE - FERRANDI,15,24,1,1976,0752280W,Annexe du CFA,Ecole Grégoire Ferrandi,28 rue de l'Abbé Grégoire,,,75106,75006,PARIS,15,20,,M,Masculin,E,Externe,1,France,37,Cadre administratif et commercial d'entreprise,A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,75109,75009,PARIS,5510Z,75,75108,0752280W
9/10/2024,40022102,Métiers de l'alimentation (BAC PRO),4,BAC PRO,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",63,Chambre de Commerce et d'Industrie de Paris,239,CFA CCIP - Ecole GREGOIRE - FERRANDI,14,24,2,1976,0752280W,Annexe du CFA,Ecole Grégoire Ferrandi,28 rue de l'Abbé Grégoire,,,75106,75006,PARIS,14,18,,M,Masculin,D,Demi-pensionnaire,1,France,47,Technicien,A,Contrat d'apprentissage,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),77,77470,77220,TOURNAN-EN-BRIE,1071C,75,75115,0752280W
9/10/2024,36C3120D,Chargé de la Gestion et de l'Activité Commerciale de l'Entreprise (CCI Seine et Marne),3,TH3-C,312,"Commerce, vente","Commerce, vente",200,CHAMBRE DE COMMERCE ET D'INDUSTRIE DE SEINE ET MARNE,336,CFA de la CCI du 77 - UFA Barthélemy-de-Laffemas,5,24,2,1936,0771914M,Local du CFA,UFA Barthélémy de Laffèmas,1 rue du Port de Valvins,,,77014,77210,AVON,5,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),77,77494,77670,VERNOU-LA-CELLE-SUR-SEINE,4520A,77,77533,0771914M
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",92,Chambre de Métiers et de l'Artisanat de la Seine St Denis,130,CFA Campus des Métiers et de l'Entreprise,50,24,2,2112,0931618D,Local du CFA,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,93013,BOBIGNY,50,18,N,F,Féminin,D,Demi-pensionnaire,1,France,55,Employé de commerce,A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),93,93007,93150,LE-BLANC-MESNIL,9602A,93,93007,0931618D
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",92,Chambre de Métiers et de l'Artisanat de la Seine St Denis,130,CFA Campus des Métiers et de l'Entreprise,50,24,2,2112,0931618D,Local du CFA,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,93013,BOBIGNY,50,17,N,F,Féminin,D,Demi-pensionnaire,1,France,69,Ouvrier agricole,A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),23,3EME GENERALE (en collège),93,93048,93100,MONTREUIL,9602A,93,93045,0931618D
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",200,CHAMBRE DE COMMERCE ET D'INDUSTRIE DE SEINE ET MARNE,334,CFA de la CCI du 77- UFA Utec Hôtellerie-Restauration-Tourisme,2,24,1,1929,0772321E,Local du CFA,UFA UTEC Hôtellerie - Restauration - Tourisme,Boulevard Olof Palme,,,77169,77184,EMERAINVILLE,2,17,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),77,77053,77170,BRIE-COMTE-ROBERT,5610A,77,77053,77
9/10/2024,50022713,Installateur thermique (CAP),5,CAP,227,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)","Énergie, climatisation",147,"FEDERATION COMPAGNONNIQUE DES METIERS DU BATIMENTS ""Groupe Ile de France""",217,CFA Compagnonnique d'Apprentissage Île-de-France,27,24,1,709,0772547A,Local du CFA,Ferme Saint-Germain-des-Noyers,2 route de Guermantes,,,77438,77400,SAINT-THIBAULT-DES-VIGNES,27,15,,M,Masculin,D,Demi-pensionnaire,1,France,47,Technicien,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),95,95199,95330,DOMONT,4322A,75,75118,0950014Z
9/10/2024,32033415,"Hôtellerie, restauration option B : art culinaire, art de la table et du service (BTS)",3,BTS,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",63,Chambre de Commerce et d'Industrie de Paris,239,CFA CCIP - Ecole GREGOIRE - FERRANDI,15,24,2,1976,0752280W,Annexe du CFA,Ecole Grégoire Ferrandi,28 rue de l'Abbé Grégoire,,,75106,75006,PARIS,15,20,,M,Masculin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,91,2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),94,94042,94340,JOINVILLE-LE-PONT,5629A,95,95901,0752280W
9/10/2024,51033403,Métiers de la restauration et de l'hôtellerie (BEP),5,BEP,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",63,Chambre de Commerce et d'Industrie de Paris,239,CFA CCIP - Ecole GREGOIRE - FERRANDI,7,24,2,1976,0752280W,Annexe du CFA,Ecole Grégoire Ferrandi,28 rue de l'Abbé Grégoire,,,75106,75006,PARIS,7,16,,F,Féminin,D,Demi-pensionnaire,1,France,52,Employé civil - agent service fonction publique,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),94,94081,94400,VITRY-SUR-SEINE,5610C,75,75107,0752280W
9/10/2024,25031333,Commerce spé commercialisation de produits et services financiers (LP Paris 5),2,LICENCE PRO,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",125,Association du Crédit Agricole Mutuel pour la Diffusion de la Formation,168,CFA DIFCAM Banques et Assurances,23,12,1,352,0754247J,Convention L6231-3,Université Paris V - IUT René-Descartes,143 avenue de Versailles,,,75116,75016,PARIS 16,23,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),78,78646,78000,VERSAILLES,6419Z,92,92012,92
9/10/2024,16X3260A,Expert en conduite et développement de logiciels industriels (TH),1,TH1-X,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",127,Association pour la Formation aux Techniques Industrielles,170,CFA pour la Formation aux Techniques Industrielles,4,24,2,576,0912268W,Local du CFA,CFA Formations Techniques Industrielles,Domaine de Corbeville,DP 128,,91471,91400,ORSAY,4,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,113,CHOMAGE,105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),91,91174,91100,CORBEIL-ESSONNE,2651A,6,6029,9100000
9/10/2024,56T3110C,Conducteur livreur sur véhicule utilitaire léger (TP),5,TH5-T,311,"Transport, manutention, magasinage","Transport, logistique",207,Association pour la Promotion de l'Apprentissage dans la Logistique et le Transport - APALT,360,CFA transport logistique voyageur,2,12,1,1472,0772711D,Local du CFA,CFA Transport Logistique Voyageur,Espace Multiservices - Lot n°40,56 boulevard de Courcerin,,77146,77183,CROISSY-BEAUBOURG,2,22,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,113,CHOMAGE,113,CHOMAGE,77,77350,77330,OZOIR-LA-FERRIERE,4941B,77,77108,77
9/10/2024,16C22101,Manager du Développement d'affaires en Agrobusiness (Tecomah CCIP),1,TH1-C,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",63,Chambre de Commerce et d'Industrie de Paris,90,CFA CCIP - Ecole de l'Environnement et du Cadre de Vie - TECOMAH,32,26,1,144,0780851B,Annexe du CFA,"TECOMAH, l'Ecole de l'Environnement et du Cadre de Vie",Chemin de l'Orme Rond,,,78322,78350,JOUY-EN-JOSAS,32,24,,F,Féminin,D,Demi-pensionnaire,1,France,34,Professeur et assimilé,A,Contrat d'apprentissage,105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),78,78621,78190,TRAPPES,9411Z,94,94028,78
9/10/2024,16531005,Diplôme de l'institut supérieur de technologie et de management de Noisy (GRADE MASTER),1,DIP GVM,310,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Administration et management des entreprises,63,Chambre de Commerce et d'Industrie de Paris,373,CFA CCIP - ESIEE PARIS,15,36,1,2065,0932309E,Annexe du CFA,ESIEE Management - Cité Descartes,2 boulevard Blaise Pascal,,,93051,93160,NOISY-LE-GRAND,15,23,N,M,Masculin,E,Externe,2,Communauté Européenne,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),75,75113,75013,PARIS,6110Z,92,92050,94
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",92,Chambre de Métiers et de l'Artisanat de la Seine St Denis,130,CFA Campus des Métiers et de l'Entreprise,50,24,1,2112,0931618D,Local du CFA,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,93013,BOBIGNY,50,15,N,M,Masculin,D,Demi-pensionnaire,1,France,55,Employé de commerce,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),93,93063,93230,ROMAINVILLE,9602A,93,93006,0931222Y
9/10/2024,51022104,Alimentation (BEP),5,BEP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",63,Chambre de Commerce et d'Industrie de Paris,239,CFA CCIP - Ecole GREGOIRE - FERRANDI,10,24,2,1976,0752280W,Annexe du CFA,Ecole Grégoire Ferrandi,28 rue de l'Abbé Grégoire,,,75106,75006,PARIS,10,17,,F,Féminin,D,Demi-pensionnaire,1,France,61,Ouvrier qualifié,X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),91,91386,91540,MENNECY,,,,0752280W
9/10/2024,51025403,Carrosserie (BEP),5,BEP,254,"Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion)","Travail du métal : carrosserie, chaudronnerie, peinture",113,Chambre des Métiers et de l'Artisanat de la Région Sud Seine et Marne,152,CFA de la Chambre des Métiers et de l' Artisanat du Sud de la Seine-et-Marne,24,24,2,299,0771018N,Annexe du CFA,CFA de la CMA de la Seine-et-Marne - Annexe de Saint-Germain-Laval,Château de Courbeton,,,77409,77130,SAINT-GERMAIN-LAVAL,24,18,N,M,Masculin,D,Demi-pensionnaire,1,France,21,Artisan,A,Contrat d'apprentissage,15,4EME GENERALE (en collège),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77161,77130,DORMELLES,4520A,77,77166,0771018N
9/10/2024,50023317,Installateur sanitaire (CAP),5,CAP,233,Bâtiment : finitions,Bâtiment : finition,92,Chambre de Métiers et de l'Artisanat de la Seine St Denis,130,CFA Campus des Métiers et de l'Entreprise,76,24,1,2112,0931618D,Local du CFA,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,93013,BOBIGNY,76,20,N,M,Masculin,D,Demi-pensionnaire,1,France,55,Employé de commerce,A,Contrat d'apprentissage,79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),93,93029,93700,DRANCY,4322B,92,92078,0931618D
9/10/2024,45033605,Coiffure option : styliste visagiste (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",43,Chambre des Métiers et de l'Artisanat Nord Seine et Marne,45,CFA Chambre de Métiers et Artisanat du Nord de la Seine-et-Marne,67,24,2,935,0770998S,Local du CFA,CFA de la Chambre de Métiers de Meaux,Avenue des Sablons Bouillants,,,77284,77100,MEAUX,67,26,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,53,TERMINALE TECHNOLOGIQUE (en lycée),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77280,77440,MARY-SUR-MARNE,9602A,77,77284,0770998S
9/10/2024,40025507,Systèmes électroniques numériques (BAC PRO),4,BAC PRO,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",63,Chambre de Commerce et d'Industrie de Paris,237,CFA CCIP - Centre des formations industrielles,55,24,2,1974,0752325V,Annexe du CFA,Centre de Formations Industrielles,247 avenue Gambetta,,,75120,75020,PARIS,55,18,,M,Masculin,D,Demi-pensionnaire,1,France,37,Cadre administratif et commercial d'entreprise,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),109,CONTRAT DE PROFESSIONNALISATION,93,93055,93500,PANTIN,7022Z,93,93059,75
9/10/2024,40033402,Restauration (BAC PRO),4,BAC PRO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",63,Chambre de Commerce et d'Industrie de Paris,239,CFA CCIP - Ecole GREGOIRE - FERRANDI,12,24,2,1976,0752280W,Annexe du CFA,Ecole Grégoire Ferrandi,28 rue de l'Abbé Grégoire,,,75106,75006,PARIS,12,21,,M,Masculin,D,Demi-pensionnaire,1,France,76,Retraite employé et ouvrier,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),75,75117,75017,PARIS,5510Z,75,75056,0752280W
